"","Id","MSSubClass","MSZoning","LotFrontage","LotArea","Street","LotShape","LandContour","Utilities","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","MiscVal","MoSold","YrSold","SaleType","SaleCondition","predicted2","SalePrice"
"378",1838,190,"RM",60,10320,"Pave","Reg","Bnk","AllPub","Inside","Gtl","IDOTRR","Artery","Norm","2fmCon","2Story",6,7,1915,1965,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","TA","TA","No","Rec",276,"ALQ",262,160,698,"GasA","Ex","Y","FuseF",754,649,0,1403,1,0,1,1,3,1,"TA",7,"Typ",0,NA,"Detchd",1915,"Unf",1,308,"TA","TA","Y",0,0,288,0,0,0,0,2,2009,"WD","Normal",5.09955738901931,11893915.1452297
"379",1839,20,"RL",50,4280,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",4,9,1946,2001,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","Gd","CBlock","Fa","TA","No","Unf",0,"Unf",0,560,560,"GasA","Ex","Y","FuseA",704,0,0,704,0,1,1,0,2,1,"Fa",4,"Typ",0,NA,"CarPort",1946,"Unf",1,220,"TA","TA","Y",0,0,24,0,0,0,0,9,2009,"WD","Normal",5.03904941261667,10555678.8941189
"380",1840,90,"RL",60,10800,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","1Story",5,5,1987,1988,"Gable","CompShg","Plywood","Plywood","None",0,"TA","Gd","CBlock","Gd","Gd","Gd","GLQ",1200,"Unf",0,0,1200,"GasA","TA","Y","SBrkr",1200,0,0,1200,3,0,3,0,3,1,"TA",5,"Typ",0,NA,NA,NA,NA,0,0,NA,NA,"Y",120,0,0,0,0,0,0,3,2009,"WD","Alloca",5.16913111060826,13619948.8999464
"381",1841,90,"RL",NA,10547,"Pave","IR1","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","Duplex","SFoyer",5,5,1978,1978,"Gable","CompShg","Plywood","Plywood","None",0,"TA","TA","PConc","Gd","Gd","Gd","GLQ",1152,"Unf",0,0,1152,"GasA","TA","Y","SBrkr",1152,0,0,1152,2,0,2,0,2,2,"TA",6,"Typ",0,NA,"Detchd",1960,"Unf",1,252,"TA","Fa","N",0,0,0,0,0,0,0,7,2009,"WD","Normal",5.10332160725952,11982001.8102247
"382",1842,50,"RL",60,9780,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1.5Fin",5,3,1934,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,"TA","TA","PConc","TA","TA","No","Unf",0,"Unf",0,585,585,"GasA","TA","N","FuseA",687,425,0,1112,1,0,2,0,4,1,"TA",6,"Typ",0,NA,"Detchd",1934,"Unf",1,226,"Po","Po","N",0,0,0,0,0,0,0,3,2009,"WD","Normal",4.99407238561287,9650466.96871983
"383",1843,20,"RL",75,11625,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1967,1967,"Hip","CompShg","HdBoard","HdBoard","BrkFace",172,"TA","TA","CBlock","TA","TA","No","BLQ",527,"Unf",0,525,1052,"GasA","TA","Y","SBrkr",1052,0,0,1052,0,0,1,1,3,1,"TA",6,"Typ",1,"Po","Attchd",1984,"Fin",1,668,"TA","TA","Y",0,215,0,0,0,0,0,4,2009,"WD","Abnorml",5.10549560698664,12033142.7391589
"384",1844,85,"RL",NA,8014,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Sawyer","Norm","Norm","1Fam","SFoyer",6,5,1978,1978,"Gable","CompShg","Plywood","HdBoard","BrkFace",23,"TA","TA","CBlock","Gd","TA","Gd","GLQ",456,"Unf",0,0,456,"GasA","TA","Y","SBrkr",1034,0,0,1034,0,1,1,0,3,1,"TA",5,"Typ",1,"Fa","Basment",1978,"Fin",2,504,"TA","TA","Y",0,0,0,0,0,0,0,6,2009,"WD","Normal",5.12914159465964,12602214.9613625
"385",1845,80,"RL",88,15400,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",5,5,1961,1961,"Hip","CompShg","HdBoard","HdBoard","None",0,"TA","TA","CBlock","TA","Gd","No","Unf",0,"Unf",0,552,552,"GasA","TA","Y","SBrkr",904,611,259,1774,0,0,2,0,4,1,"TA",8,"Typ",1,"TA","Attchd",1961,"Unf",1,384,"TA","TA","Y",290,40,0,0,0,0,0,7,2009,"WD","Normal",5.14348765118425,12959164.8636066
"386",1846,80,"RL",88,15312,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Sawyer","Norm","Norm","1Fam","SLvl",6,5,1960,1960,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",54,"TA","TA","CBlock","TA","TA","Av","BLQ",588,"Unf",0,550,1138,"GasA","Ex","Y","SBrkr",1138,0,0,1138,0,1,1,0,3,1,"TA",6,"Typ",1,"TA","Attchd",1960,"RFn",2,480,"TA","TA","Y",0,0,0,0,140,0,0,3,2009,"COD","Normal",5.16134341626998,13416139.4398618
"387",1847,80,"RL",NA,15584,"Pave","Reg","Lvl","AllPub","Inside","Gtl","ClearCr","Norm","Norm","1Fam","SLvl",5,5,1956,1956,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",366,"TA","TA","CBlock","TA","TA","Mn","Unf",0,"Unf",0,825,825,"GasA","Ex","Y","SBrkr",2071,0,0,2071,0,1,1,1,4,1,"TA",9,"Typ",1,"TA","Attchd",1956,"Unf",1,336,"TA","TA","Y",131,28,0,0,0,0,0,10,2009,"WD","Normal",5.15371473695194,13219157.0621916
"388",1848,20,"RL",NA,9000,"Pave","Reg","Lvl","AllPub","Corner","Gtl","Sawyer","Norm","Norm","1Fam","1Story",2,2,1947,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Fa","N","SBrkr",660,0,0,660,0,0,1,0,2,1,"Fa",5,"Min2",0,NA,NA,NA,NA,0,0,NA,NA,"N",0,0,100,0,0,0,0,6,2009,"WD","Normal",4.76105995770183,5984619.00378439
"389",1849,20,"RL",NA,15635,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","Edwards","Norm","Norm","1Fam","1Story",4,5,1954,1954,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","CBlock",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",1383,0,0,1383,0,0,1,0,2,1,"TA",6,"Mod",0,NA,"Attchd",1980,"Unf",2,498,"Fa","TA","Y",0,0,90,0,110,0,0,10,2009,"WD","Normal",5.06456632456314,11102547.2322094
"390",1850,20,"RL",68,9571,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,5,1956,1956,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","Rec",257,"Unf",0,816,1073,"GasA","TA","Y","FuseA",1073,0,0,1073,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1956,"Unf",1,340,"TA","TA","Y",0,0,0,0,0,0,0,2,2009,"WD","Normal",5.06757046029406,11168579.9915254
"391",1851,60,"RL",50,9350,"Pave","Reg","Bnk","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","2Story",6,7,1946,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,"TA","TA","CBlock","TA","TA","No","BLQ",342,"Unf",0,405,747,"GasA","Ex","Y","SBrkr",892,747,0,1639,0,0,1,1,3,1,"Gd",6,"Typ",1,"Gd","Detchd",1946,"Unf",1,240,"TA","TA","Y",0,50,0,0,0,0,0,7,2009,"WD","Normal",5.15471479124987,13244830.6299642
"392",1852,20,"RL",62,7440,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,6,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,"TA","TA","CBlock","Gd","TA","No","BLQ",173,"Unf",0,916,1089,"GasW","TA","Y","SBrkr",1089,0,0,1089,1,0,1,0,3,1,"TA",5,"Typ",1,"Gd","Detchd",1954,"RFn",1,252,"TA","TA","P",328,0,0,0,0,0,0,9,2009,"WD","Normal",5.12181244988651,12423292.6159258
"393",1853,120,"RL",42,4235,"Pave","Reg","Lvl","AllPub","Inside","Gtl","Edwards","Norm","Norm","TwnhsE","1Story",5,5,1984,1984,"Gable","CompShg","HdBoard","HdBoard","BrkFace",149,"Gd","TA","CBlock","Gd","TA","Mn","GLQ",552,"ALQ",393,104,1049,"GasA","TA","Y","SBrkr",1049,0,0,1049,1,0,2,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",1984,"Fin",1,266,"TA","TA","Y",0,105,0,0,0,0,0,2,2009,"WD","Normal",5.09264589324344,11733694.9798493
"394",1854,80,"RL",74,10778,"Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","1Fam","SLvl",7,6,1990,1991,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc","Gd","TA","No","GLQ",460,"ALQ",286,308,1054,"GasA","Gd","Y","SBrkr",1061,0,0,1061,1,0,1,1,1,1,"Gd",4,"Typ",0,NA,"Attchd",1990,"Unf",2,462,"TA","TA","Y",114,36,0,0,0,0,0,7,2009,"WD","Normal",5.23652109972707,15503458.0312632
"395",1855,80,"RL",66,19255,"Pave","IR1","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","1Fam","SLvl",6,5,1983,1983,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",100,"Gd","TA","CBlock","Gd","TA","Av","Rec",70,"GLQ",450,0,520,"GasA","Gd","Y","SBrkr",1338,0,0,1338,0,0,1,1,2,1,"Gd",5,"Min2",1,"Po","Attchd",1983,"Unf",2,576,"TA","TA","Y",0,0,0,0,0,0,600,9,2009,"WD","Normal",5.17417069448277,13753319.0768936
"396",1856,60,"RL",85,10560,"Pave","Reg","Lvl","AllPub","Corner","Gtl","SawyerW","Norm","Norm","1Fam","2Story",7,5,1993,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","Gd","PConc","Gd","Gd","No","GLQ",474,"Unf",0,605,1079,"GasA","Ex","Y","SBrkr",1079,800,0,1879,1,0,2,1,3,1,"Gd",8,"Typ",1,"TA","Attchd",1993,"RFn",2,473,"TA","TA","Y",400,100,144,0,0,0,0,8,2009,"WD","Normal",5.37496014471569,20125768.9753902
"397",1857,70,"RL",120,26400,"Pave","Reg","Bnk","AllPub","FR2","Gtl","SawyerW","Feedr","Norm","1Fam","2Story",5,7,1880,2007,"Gable","CompShg","HdBoard","HdBoard","None",0,"Gd","TA","PConc",NA,NA,NA,NA,0,NA,0,0,0,"GasA","Ex","Y","SBrkr",1288,728,0,2016,0,0,1,0,4,1,"TA",7,"Mod",1,"TA","Attchd",1900,"Unf",2,576,"TA","TA","P",0,0,0,0,0,0,0,6,2009,"WD","Normal",5.11672523547942,12300448.9506681
"398",1858,90,"RL",64,7018,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story",5,5,1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",1114,1114,0,2228,0,0,2,0,6,2,"TA",8,"Typ",0,NA,"Detchd",1979,"Unf",2,720,"TA","TA","Y",73,0,0,0,0,0,0,6,2009,"WD","Alloca",5.15038981593628,13134120.787731
"399",1859,90,"RL",64,7018,"Pave","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",1535,0,0,1535,0,0,2,0,4,2,"TA",8,"Typ",0,NA,"Attchd",1979,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,0,6,2009,"WD","Alloca",5.09145584688707,11706304.5686002
"400",1860,90,"RL",64,7040,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","SFoyer",5,5,1979,1979,"Gable","CompShg","Plywood","Plywood","BrkFace",216,"TA","TA","CBlock","Gd","TA","Av","GLQ",1094,"Unf",0,0,1094,"GasA","TA","Y","SBrkr",1229,0,0,1229,2,0,0,2,2,2,"Gd",6,"Typ",2,"TA","Detchd",1979,"Unf",2,672,"TA","TA","Y",120,0,0,0,0,0,0,6,2009,"WD","Alloca",5.16575058553885,13531138.3940442
"401",1861,90,"RL",64,7007,"Pave","Reg","Bnk","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","1Story",5,5,1979,1979,"Gable","CompShg","HdBoard","HdBoard","None",0,"TA","TA","Slab",NA,NA,NA,NA,0,NA,0,0,0,"GasA","TA","Y","SBrkr",1513,0,0,1513,0,0,2,0,4,2,"TA",8,"Typ",0,NA,"Attchd",1979,"Unf",2,400,"TA","TA","Y",0,0,0,0,0,0,0,6,2009,"WD","Alloca",5.08968513521901,11665655.9203734
"402",1862,90,"RL",NA,11855,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Norm","Norm","Duplex","2Story",7,5,2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",23,"TA","TA","PConc","Ex","TA","No","GLQ",820,"Unf",0,348,1168,"GasA","Ex","Y","SBrkr",1168,1619,0,2787,2,0,4,2,6,2,"TA",8,"Typ",2,"TA","BuiltIn",2000,"Fin",4,820,"TA","TA","Y",312,0,0,0,0,0,0,10,2009,"WD","Normal",5.5436464710059,27412917.9965085
"403",1863,90,"RL",NA,7939,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story",7,5,2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",23,"TA","TA","PConc","Ex","TA","No","GLQ",820,"Unf",0,348,1168,"GasA","Ex","Y","SBrkr",1168,1619,0,2787,2,0,4,2,6,2,"TA",8,"Typ",2,"TA","BuiltIn",2000,"Fin",4,820,"TA","TA","Y",312,0,0,0,0,0,0,10,2009,"WD","Normal",5.54050706542798,27258071.7511609
"404",1864,90,"RL",NA,7976,"Pave","Reg","Lvl","AllPub","Inside","Gtl","SawyerW","Feedr","Norm","Duplex","2Story",7,5,2000,2000,"Hip","CompShg","VinylSd","VinylSd","BrkFace",23,"TA","TA","PConc","Ex","TA","No","GLQ",820,"Unf",0,348,1168,"GasA","Ex","Y","SBrkr",1168,1619,0,2787,2,0,4,2,6,2,"TA",8,"Typ",2,"TA","BuiltIn",2000,"Fin",4,820,"TA","TA","Y",312,0,0,0,0,0,0,10,2009,"WD","Normal",5.54053672784023,27259531.1115253
"405",1865,20,"RL",84,10933,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",9,5,2009,2009,"Hip","CompShg","VinylSd","VinylSd","Stone",242,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1021,"Unf",0,534,1555,"GasA","Ex","Y","SBrkr",1680,0,0,1680,1,0,1,1,1,1,"Ex",8,"Typ",1,"Gd","Attchd",2009,"Fin",3,1138,"TA","TA","Y",185,24,0,0,0,0,0,7,2009,"New","Partial",5.48590096681084,24687643.2632155
"406",1866,20,"RL",65,10816,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",9,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","Stone",364,"Ex","TA","PConc","Ex","TA","Gd","GLQ",1104,"Unf",0,616,1720,"GasA","Ex","Y","SBrkr",1720,0,0,1720,1,0,2,0,3,1,"Ex",8,"Typ",1,"Gd","Attchd",2008,"RFn",3,846,"TA","TA","Y",208,104,0,0,0,0,0,11,2009,"WD","Normal",5.50448740454114,25536938.0544261
"407",1867,20,"RL",71,9178,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1468,1468,"GasA","Ex","Y","SBrkr",1468,0,0,1468,0,0,2,0,3,1,"Gd",6,"Typ",1,"Gd","Attchd",2008,"RFn",3,904,"TA","TA","Y",192,142,0,0,0,0,0,6,2009,"WD","Normal",5.39637157871362,20942014.8423083
"408",1868,20,"RL",77,11422,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",352,"Gd","TA","PConc","Ex","TA","Av","GLQ",1359,"Unf",0,479,1838,"GasA","Ex","Y","SBrkr",1838,0,0,1838,1,0,2,0,3,1,"Gd",7,"Typ",2,"Gd","Attchd",2007,"RFn",2,524,"TA","TA","Y",154,222,0,0,0,0,0,4,2009,"WD","Normal",5.45697389194113,23416326.2182374
"409",1869,20,"RL",64,6762,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",902,"Unf",0,380,1282,"GasA","Ex","Y","SBrkr",1290,0,0,1290,1,0,2,0,2,1,"Gd",6,"Typ",1,"Gd","Attchd",2007,"RFn",2,662,"TA","TA","Y",168,0,0,0,0,0,0,5,2009,"WD","Normal",5.33051804202948,18522268.5357675
"410",1870,20,"RL",95,10324,"Pave","IR1","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","BrkFace",140,"Gd","TA","PConc","Gd","TA","Av","GLQ",872,"Unf",0,382,1254,"GasA","Ex","Y","SBrkr",1254,0,0,1254,1,0,2,0,2,1,"Gd",5,"Typ",0,NA,"Attchd",2008,"RFn",3,810,"TA","TA","Y",168,92,0,0,0,0,0,3,2009,"WD","Normal",5.37482822893263,20120830.123178
"411",1871,20,"RL",78,11645,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",76,"Gd","TA","PConc","Ex","TA","Gd","GLQ",24,"Unf",0,1474,1498,"GasA","Ex","Y","SBrkr",1498,0,0,1498,0,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"Fin",3,844,"TA","TA","Y",144,98,0,0,0,0,0,3,2009,"WD","Normal",5.40125245385518,21132202.6250963
"412",1872,60,"RL",79,11646,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,2005,2006,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,704,704,"GasA","Ex","Y","SBrkr",704,718,0,1422,0,0,2,1,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2005,"Fin",2,440,"TA","TA","Y",36,28,0,0,0,0,0,7,2009,"WD","Normal",5.25013721320451,15911332.0535409
"413",1873,60,"RL",NA,16698,"Pave","IR1","HLS","AllPub","CulDSac","Mod","ClearCr","Norm","Norm","1Fam","2Story",7,5,1992,1993,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",800,"Unf",0,649,1449,"GasA","Gd","Y","SBrkr",944,815,0,1759,1,0,2,1,3,1,"Gd",7,"Typ",1,"TA","Attchd",1992,"Unf",2,525,"TA","TA","Y",150,193,0,0,0,0,0,6,2009,"WD","Normal",5.34997903108693,19209709.5475253
"414",1874,20,"RL",65,9757,"Pave","Reg","Low","AllPub","Inside","Mod","CollgCr","Norm","Norm","1Fam","1Story",5,7,1994,1994,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","Gd","PConc","TA","TA","No","ALQ",755,"Unf",0,235,990,"GasA","Ex","Y","SBrkr",990,0,0,990,1,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1995,"RFn",1,440,"TA","TA","Y",66,0,0,0,92,0,0,10,2009,"WD","Normal",5.18428050731299,14024420.3384977
"415",1875,20,"RL",65,14753,"Pave","IR2","Low","AllPub","Inside","Gtl","CollgCr","PosN","Norm","1Fam","1Story",7,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","None",0,"TA","TA","PConc","Gd","TA","Mn","GLQ",950,"Unf",0,513,1463,"GasA","Ex","Y","SBrkr",1463,0,0,1463,1,0,2,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1998,"Fin",2,539,"TA","TA","Y",0,81,0,0,0,0,0,12,2009,"WD","Normal",5.30461059885017,17641482.8543125
"416",1876,60,"RL",70,8750,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",6,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",120,"TA","TA","PConc","Gd","TA","No","GLQ",606,"Unf",0,322,928,"GasA","Ex","Y","SBrkr",928,844,0,1772,1,0,2,1,3,1,"TA",7,"Typ",1,"TA","Attchd",1998,"RFn",2,492,"TA","TA","Y",150,96,0,0,0,0,0,4,2009,"WD","Normal",5.30407904859651,17623813.1174371
"417",1877,20,"RL",65,10739,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",68,"Gd","TA","PConc","Gd","TA","No","GLQ",1259,"Unf",0,172,1431,"GasA","Ex","Y","SBrkr",1444,0,0,1444,1,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2002,"RFn",2,577,"TA","TA","Y",144,40,0,0,0,0,0,4,2009,"WD","Normal",5.31893351291722,18123647.9054959
"418",1878,20,"RL",75,11166,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","BrkFace",180,"Gd","TA","PConc","Gd","TA","Mn","GLQ",24,"Unf",0,1468,1492,"GasA","Ex","Y","SBrkr",1492,0,0,1492,0,0,2,0,3,1,"Gd",6,"Typ",1,"TA","Attchd",2001,"RFn",2,608,"TA","TA","Y",0,114,0,0,168,0,0,7,2009,"WD","Family",5.33540021121243,18692613.0739486
"419",1879,20,"RL",NA,16269,"Pave","IR1","Lvl","AllPub","CulDSac","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,5,1978,1978,"Gable","CompShg","MetalSd","MetalSd","BrkFace",76,"TA","TA","BrkTil","Gd","TA","Av","GLQ",625,"Unf",0,282,907,"GasA","TA","Y","SBrkr",907,0,0,907,0,0,1,0,3,1,"TA",5,"Typ",0,NA,"Attchd",1978,"Unf",1,343,"TA","TA","Y",72,0,0,0,0,0,0,7,2009,"WD","Normal",5.06701982792472,11156450.3614055
"420",1880,20,"RL",76,6950,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",5,7,1979,1979,"Gable","CompShg","HdBoard","HdBoard","BrkFace",40,"TA","TA","CBlock","TA","TA","No","ALQ",710,"BLQ",72,132,914,"GasA","TA","Y","SBrkr",914,0,0,914,1,0,1,0,2,1,"TA",5,"Typ",0,NA,"Attchd",1979,"Unf",2,444,"TA","TA","Y",0,0,0,0,0,0,0,10,2009,"WD","Normal",5.16493991132413,13509918.6283192
"421",1881,20,"RL",90,11664,"Pave","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2002,2002,"Hip","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","Av","GLQ",1234,"Unf",0,335,1569,"GasA","Ex","Y","SBrkr",1611,0,0,1611,1,0,2,0,3,1,"Gd",6,"Typ",0,NA,"Attchd",2002,"RFn",3,1231,"TA","TA","Y",262,93,0,0,0,0,0,9,2009,"WD","Normal",5.37731729735854,20214203.5629372
"422",1882,60,"RL",NA,12334,"Pave","IR1","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",8,5,2003,2003,"Gable","CompShg","VinylSd","VinylSd","BrkFace",198,"Gd","TA","PConc","Gd","TA","Av","Unf",0,"Unf",0,1068,1068,"GasA","Ex","Y","SBrkr",1068,1116,0,2184,0,0,2,1,4,1,"Gd",8,"Typ",1,"Gd","BuiltIn",2003,"RFn",2,570,"TA","TA","Y",192,132,0,0,0,0,0,6,2009,"WD","Normal",5.40462167420144,21264392.7763847
"423",1883,60,"RL",70,8749,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2002,2002,"Gable","CompShg","VinylSd","VinylSd",NA,NA,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,840,840,"GasA","Ex","Y","SBrkr",840,885,0,1725,0,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2002,"RFn",2,550,"TA","TA","Y",0,48,0,0,0,0,0,11,2009,"WD","Normal",5.27726045028858,16752718.2985322
"424",1884,60,"RL",NA,11250,"Pave","Reg","Lvl","AllPub","Corner","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,"Gd","TA","PConc","Gd","TA","No","Unf",0,"Unf",0,944,944,"GasA","Ex","Y","SBrkr",944,926,0,1870,0,0,2,1,3,1,"Gd",6,"Typ",0,NA,"Attchd",2001,"RFn",2,608,"TA","TA","Y",256,43,0,0,0,0,0,5,2009,"WD","Normal",5.30399958719287,17621173.0389064
"425",1885,20,"RL",90,15750,"Pave","Reg","Lvl","AllPub","FR3","Gtl","CollgCr","Feedr","Norm","1Fam","1Story",8,5,1999,2000,"Gable","CompShg","VinylSd","VinylSd","BrkFace",260,"Gd","TA","PConc","Gd","TA","Gd","GLQ",1246,"Unf",0,216,1462,"GasA","Ex","Y","SBrkr",1513,0,0,1513,1,0,2,0,2,1,"Gd",5,"Typ",1,"TA","Attchd",1999,"Fin",2,521,"TA","TA","Y",135,34,0,0,0,0,0,6,2009,"WD","Normal",5.37532715578554,20139515.4029191
"426",1886,20,"RL",NA,12782,"Pave","Reg","Lvl","AllPub","Inside","Gtl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2002,2003,"Hip","CompShg","HdBoard","HdBoard","BrkFace",164,"Gd","TA","PConc","Ex","TA","Gd","GLQ",1360,"Unf",0,462,1822,"GasA","Ex","Y","SBrkr",1828,0,0,1828,1,0,2,0,3,1,"Gd",7,"Typ",1,"Gd","Attchd",2002,"Fin",2,523,"TA","TA","Y",194,144,0,0,0,0,0,6,2009,"WD","Normal",5.42913977013825,22248986.0978296
